bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jmor.1050620204,1938,Charles S. Thornton,The histogenesis of the regenerating fore limb of larval Amblystoma after exarticulation of the humerus,Paleontology and Evolutionary Biology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02145237,1929,Paul Weiß,Erzwingung elementarer Strukturverschiedenheiten am in vitro wachsenden Gewebe,Cellular Mechanics and Interactions,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf01380787,1970,N. J. de Both,The developmental potencies of the regeneration blastema of the axolotl limb,Congenital limb and hand anomalies,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf00644949,1930,Walter Hellmich,Untersuchungen �ber Herkunft und Determination des regenerativen Materials bei Amphibien,Amphibian and Reptile Biology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02111181,1929,H. Bautzmann,Über Induktion durch vordere und hintere Chorda der Neurula in verschiedenen Regionen des Wirtes,Linguistics and language evolution,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jez.1400800108,1939,Oscar E. Schotté,Lens induction at the expense of regenerating tissues of Amphibians,Amphibian and Reptile Biology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02108877,1929,Gudrun Ruud,Heteronom-orthotopische Transplantationen von Extremitätenanlagen bei Axolotlembryonen,Transplantation: Methods and Outcomes,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jez.1400810305,1939,Victor C. Twitty,Size regulation and regeneration in salamander larvae under complete starvation,Amphibian and Reptile Biology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf00573763,1932,Lore Rose David,"Das Verhalten von Extremit�tenregeneraten des weissen und pigmentierten Axolotl bei heteroplastischer, heterotoper und orthotoper Transplantation und sukzessiver Regeneration",Tissue Engineering and Regenerative Medicine,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf00580393,1930,Paul Weiß,Potenzpr�fung am Regenerationsblastem.,Tissue Engineering and Regenerative Medicine,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jez.1400830203,1940,Henry S. Emerson,Embryonic induction in regenerating tissue of Rana pipiens and Rana clamitans larvae,Biological Stains and Phytochemicals,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jmor.1050710108,1942,Edward C. Horn,An analysis of neutron and x‐ray effects on regeneration of the forelimb of larval Amblystoma,Fossil Insects in Amber,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jez.1400840206,1940,Elmer Butler,Studies on cellular interaction during limb regeneration in Amblystoma,Amphibian and Reptile Biology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1016/b978-1-4831-9948-1.50007-3,1961,R. J. Goss,Regeneration of Vertebrate Appendages,Bone fractures and treatments,phenomenon_only,False,book-chapter
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf00573671,1937,Heinz Paul,"Transplantation und Regeneration der Fl�gel zur Untersuchung ihrer Formbildung bei einem Schmetterling mit Geschlechtsdimorphismus, Orgyia antiqua L.",Diatoms and Algae Research,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf01380487,1942,Hans Spemann,�ber das Verhalten embryonalen Gewebes im erwachsenen Organismus,Medical and Health Sciences Research,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/978-3-642-94649-3_7,1955,Martin Lüscher,Die Regeneration in der Zoologie,Environmental Science and Technology,phenomenon_only,False,book-chapter
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1002/jez.1400610108,1932,F. H. Swett,Reduplications in heteroplastic limb grafts,Animal Genetics and Reproduction,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf01380618,1933,Dietrich Bodenstein,Beintransplantationen an Lepidopterenraupen II,Entomological Studies and Ecology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/978-3-662-41090-5_16,1928,O. Mangold,Entwicklungsmechanik der Tiere,Digestive system and related health,phenomenon_only,False,book-chapter
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1101/cshperspect.a040782,2021,Devon Davidian,Inducing Vertebrate Limb Regeneration: A Review of Past Advances and Future Outlook,Developmental Biology and Gene Regulation,phenomenon_only,False,review
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02081072,1928,Sven Hörstadius,Transplantationsversuche am Keim von Paracentrotus lividus Lk (Vorläufige Mitteilung.),Entomological Studies and Ecology,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02252019,1928,Franz Mutscheller,Regenerationsversuche an Regenwurmtransplantaten],Organ and Tissue Transplantation Research,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02251942,1928,Artur Bergel,Über homoioplastische Transplantation des Schwanzblastems bei Rana fusca,Molecular Biology Techniques and Applications,phenomenon_only,False,article
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1016/b978-0-12-635120-0.50024-2,1983,David L. Stocum,MORPHOGENESIS OF THE AMPHIBIAN LIMB REGENERATION BLASTEMA,Developmental Biology and Gene Regulation,phenomenon_only,False,book-chapter
11,10.1007/bf02080952,1927,Weiss,Potenzprüfung am Regenerationsblastem,,10.1007/bf02110961,1929,E. Korschelt,Zur Frage der morphogenetischen Induktion nach Transplantation,Medical and Health Sciences Research,phenomenon_only,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1111/j.1471-0528.1935.tb06396.x,1935,B. P. Wiesner,The Post‐natal Development of the Genital Organs in the Albino Rat,Animal Genetics and Reproduction,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1002/jcp.1030270302,1946,Peter Morrison,Temperature regulation in three central American mammals,Physiological and biochemical adaptations,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1016/0013-4694(49)90181-9,1949,J. ten Cate,The influence of the body temperature on the EEG of the rat,Infrared Thermography in Medicine,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf02111057,1923,A. Himmer,Untersuchungen über den physiologischen und morphologischen Farbwechsel bei Amphibien,Animal and Plant Science Education,phenomenon_only,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf02254269,1925,Hans Przibram,"Direkte Temperaturabhängigkeit der Schwanzlänge bei Ratten, Mus (Epimys) decumanus Pall. und M. (E.) rattus L.",Animal Ecology and Behavior Studies,same_genus,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1002/jez.1915,2015,Cheryl A. Logan,Controlling and culturing diversity: Experimental zoology before World War II and Vienna's<i>Biologische Versuchsanstalt</i>,Philosophy and History of Science,related_taxon,True,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf02093761,1922,J. Haan,Erniedrigung der Körpertemperatur junger Wanderratten (Mus decumanus) durch chemische Mittel und ihr Einfluß auf die Schwanzlänge,Adipose Tissue and Metabolism,same_species,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf01929263,1930,Robert Stigler,"Vergleichende Untersuchung der physiologischen Wärmeregulation bei Steigerung der Körpertemperatur infolge hoher Außentemperatur, bei Fieber und bei Hitzschlag",Thermal Regulation in Medicine,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf01863939,1930,Robert Stigler,"Vergleichende Untersuchung der physiologischen Wärmeregulation bei Steigerung der Körpertemperatur infolge hoher Außentemperatur, bei Fieber und bei Hitzschlag",Thermal Regulation in Medicine,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf02623741,1926,Felix Bormann,Die Körpertemperatur beim männlichen und weiblichen. beim kastrierten und feminierten Meerschweinchen,Effects of Environmental Stressors on Livestock,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1002/path.1700280313,1925,C. Price‐Jones,The temperature of white and black and white rats,Climate Change and Health Impacts,related_taxon,False,article
12,10.1007/bf02093760,1922,de Hahn,Die Körpertemperatur junger Wanderratten (Mus decumanus) und ihre Beeinflussung durch die Temperatur der Außenwelt,Mus decumanus,10.1007/bf02292969,1924,Hans Przibram,Erhöhung der Körpertemperatur junger Wanderratten (Mus decumanus) über den Normalwert und ihr Einfluß auf die Schwanzlänge,Bat Biology and Ecology Studies,same_species,False,article
13,10.1007/bf02093761,1922,Bierens de Haan; Przibram,Erniedrigung der Körpertemperatur junger Wanderratten (Mus decumanus) durch chemische Mittel und ihr Einfluß auf die Schwanzlänge,Mus decumanus,10.2307/1373356,1928,Frederick E. Kredel,Note on the Temperature of the Sloth,Wildlife Ecology and Conservation,related_taxon,False,article
13,10.1007/bf02093761,1922,Bierens de Haan; Przibram,Erniedrigung der Körpertemperatur junger Wanderratten (Mus decumanus) durch chemische Mittel und ihr Einfluß auf die Schwanzlänge,Mus decumanus,10.1007/bf02254269,1925,Hans Przibram,"Direkte Temperaturabhängigkeit der Schwanzlänge bei Ratten, Mus (Epimys) decumanus Pall. und M. (E.) rattus L.",Animal Ecology and Behavior Studies,same_genus,False,article
13,10.1007/bf02093761,1922,Bierens de Haan; Przibram,Erniedrigung der Körpertemperatur junger Wanderratten (Mus decumanus) durch chemische Mittel und ihr Einfluß auf die Schwanzlänge,Mus decumanus,10.1002/jez.1915,2015,Cheryl A. Logan,Controlling and culturing diversity: Experimental zoology before World War II and Vienna's<i>Biologische Versuchsanstalt</i>,Philosophy and History of Science,related_taxon,True,article
13,10.1007/bf02093761,1922,Bierens de Haan; Przibram,Erniedrigung der Körpertemperatur junger Wanderratten (Mus decumanus) durch chemische Mittel und ihr Einfluß auf die Schwanzlänge,Mus decumanus,10.1007/bf02292969,1924,Hans Przibram,Erhöhung der Körpertemperatur junger Wanderratten (Mus decumanus) über den Normalwert und ihr Einfluß auf die Schwanzlänge,Bat Biology and Ecology Studies,same_species,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf00338016,1927,G. Koller,"Über Chromatophorensystem, Farbensinn und Farbwechsel bei Crangon vulgaris",Flowering Plant Growth and Cultivation,phenomenon_only,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf00338172,1930,Maria Atzler,Untersuchungen über den morphologischen und physiologischen Farbwechsel von Dixippus (Carausius) morosus,Comparative Animal Anatomy Studies,phenomenon_only,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf02292958,1924,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Entomological Studies and Ecology,same_species,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf02248077,1923,Bernhard Dürkén,Über die Wirkung farbigen Lichtes auf die Puppen des Kohlweißlings (Pieris brassicae) und das Verhalten der Nachkommen,Entomological Studies and Ecology,same_species,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf02093770,1922,Leonore Brecher,"Die Puppenfärbungen der Vanessiden (Vanessa Io, V. urticae, Pyrameis cardui, P. atalanta)",Botanical Studies and Applications,related_taxon,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf00337918,1925,Leonore Brecher,"Physiko-chemische und chemische Untersuchungen am Raupen- und Puppenblute (Pieris brassicae, Vanessa urticae)",Entomological Studies and Ecology,same_species,False,article
14,10.1007/bf02093762,1922,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Pieris brassicae,10.1007/bf00650033,1971,Detlef B�ckmann,Melanisierungsverlauf und Melanisierungshemmung bei der Kohlwei�lingspuppePieris brassicae L.,Engineering and Materials Science Studies,same_species,False,article
15,10.1007/bf02093763,1922,Kammerer,Die Zeichnung von Salamandra maculosa im durchfallenden farbigen Licht,Salamandra maculosa,10.1007/bf00338016,1927,G. Koller,"Über Chromatophorensystem, Farbensinn und Farbwechsel bei Crangon vulgaris",Flowering Plant Growth and Cultivation,phenomenon_only,False,article
15,10.1007/bf02093763,1922,Kammerer,Die Zeichnung von Salamandra maculosa im durchfallenden farbigen Licht,Salamandra maculosa,10.1163/18759866-bja10019,2021,Michael Nahm,Paul Kammerer and epigenetics – a reappraisal of his experiments,Amphibian and Reptile Biology,related_taxon,True,article
16,10.1007/bf02093764,1922,Przibram/Dembowski,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Salamandra maculosa,10.1163/18759866-bja10019,2021,Michael Nahm,Paul Kammerer and epigenetics – a reappraisal of his experiments,Amphibian and Reptile Biology,related_taxon,True,article
16,10.1007/bf02093764,1922,Przibram/Dembowski,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Salamandra maculosa,10.1007/bf02111057,1923,A. Himmer,Untersuchungen über den physiologischen und morphologischen Farbwechsel bei Amphibien,Animal and Plant Science Education,related_taxon,False,article
16,10.1007/bf02093764,1922,Przibram/Dembowski,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Salamandra maculosa,10.1002/jez.1915,2015,Cheryl A. Logan,Controlling and culturing diversity: Experimental zoology before World War II and Vienna's<i>Biologische Versuchsanstalt</i>,Philosophy and History of Science,phenomenon_only,True,article
16,10.1007/bf02093764,1922,Przibram/Dembowski,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Salamandra maculosa,10.1007/bf02982940,1953,Larry A. Lantz,Adaptation to background intriturus cristatus laur.,Plant Physiology and Cultivation Studies,related_taxon,False,article
16,10.1007/bf02093764,1922,Przibram/Dembowski,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Salamandra maculosa,10.1007/bf02292959,1924,Leonore Brecher,"Die Puppentärbungen der Vanessiden (Vanessa Io, V. utricae)",Libraries and Information Services,phenomenon_only,False,article
