bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
103,10.1007/bf02288312,1907,Neudörfer,Versuche Über die Anpassung von Süßwasserfischen an Salzwasser,Fishes,10.1007/bf00403124,1928,Johannes Gresens,Versuche über die widerstandsfähigkeit einiger süsswassertiere gegenüber salzlosungen,Leech Biology and Applications,phenomenon_only,False,article
103,10.1007/bf02288312,1907,Neudörfer,Versuche Über die Anpassung von Süßwasserfischen an Salzwasser,Fishes,10.1007/bf00340834,1928,Friedrich Kr�ger,Untersuchungen �ber die Ursachen des Todes des Stichlings (Gasterosteus aculeatus) in reinen Chlornatriuml�sungen,bioluminescence and chemiluminescence research,phenomenon_only,False,article
103,10.1007/bf02288312,1907,Neudörfer,Versuche Über die Anpassung von Süßwasserfischen an Salzwasser,Fishes,10.1007/bf02266720,1913,Adolf Walther,Die Umwelt des Keimplasmas,Lichen and fungal ecology,phenomenon_only,False,article
104,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Pagurus hermit crab,10.1016/j.jcz.2011.05.006,2011,André Reimann,"Phylogeny of the Anomala (Crustacea, Decapoda, Reptantia) based on the ossicles of the foregut",Crustacean biology and ecology,related_taxon,False,article
104,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Pagurus hermit crab,10.1007/bf01906052,1925,Bernhard Rensch,Untersuchungen zur Phylogenese der Schillerstruktur,Engineering and Materials Science Studies,phenomenon_only,False,article
104,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Pagurus hermit crab,10.1007/bf02292169,1907,Hans Przibram,Die »Scherenumkehr« bei decapoden Crustaceen (zugleich: Experimentelle Studien über Regeneration. Vierte Mitteilung),Entomopathogenic Microorganisms in Pest Control,related_taxon,False,article
104,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Pagurus hermit crab,10.1007/bf02292161,1907,Paul Kammerer,Symbiose zwischen Libellenlarve und Fadenalge,Lichen and fungal ecology,phenomenon_only,False,article
104,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Pagurus hermit crab,10.1007/bf01710478,1921,Friedrich Alverdes,Die Rolle einer „kumulierten Nachwirkung“ in der Stammesgeschichte,Historical Legal Studies and Society,phenomenon_only,False,article
105,10.1007/bf02288314,1907,Przibram,Automatischer Abwurf mißbildeter Regenerate bei Arthropoden,Crustacea,10.1038/168254b0,1951,SELAHATTIN OKAY,Formation of Green Pigment in Grasshoppers,Orthoptera Research and Taxonomy,phenomenon_only,False,article
105,10.1007/bf02288314,1907,Przibram,Automatischer Abwurf mißbildeter Regenerate bei Arthropoden,Crustacea,10.1007/bf02288356,1910,Franz Megušar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Hemiptera Insect Studies,phenomenon_only,False,article
105,10.1007/bf02288314,1907,Przibram,Automatischer Abwurf mißbildeter Regenerate bei Arthropoden,Crustacea,10.1007/bf02292169,1907,Hans Przibram,Die »Scherenumkehr« bei decapoden Crustaceen (zugleich: Experimentelle Studien über Regeneration. Vierte Mitteilung),Entomopathogenic Microorganisms in Pest Control,related_taxon,False,article
105,10.1007/bf02288314,1907,Przibram,Automatischer Abwurf mißbildeter Regenerate bei Arthropoden,Crustacea,10.1007/bf02189259,1917,Hans Przibram,Fühlerregeneration halberwachsener Sphodromantis-Larven,Allergic Rhinitis and Sensitization,phenomenon_only,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf02292211,1912,Hans Przibram,Wachstumsmessungen an Sphodromantis bioculata Burm,Diatoms and Algae Research,same_genus,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1093/ee/nvw056,2016,Catherine Anne Linn,Habitat Preference of German<i>Mantis religiosa</i>Populations (Mantodea: Mantidae) and Implications for Conservation,Plant and animal studies,same_species,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf00340699,1953,Saadet Ergene,Homochrome Farbanpassungen bei Mantis religiosa,Archaeology and Historical Studies,same_species,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf02288356,1910,Franz Megušar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Hemiptera Insect Studies,related_taxon,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf02162074,1909,Hans Przibram,"Aufzucht, Farbwechsel und Regeneration der Gottesanbeterinnen (Mantidae)",Insect and Arachnid Ecology and Behavior,related_taxon,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf02554397,1919,Hans Przibram,Fangbeine als Regenerate,Insect and Arachnid Ecology and Behavior,phenomenon_only,False,article
106,10.1007/bf02288315,1907,Przibram,"Aufzucht, Farbwechsel und Regeneration unsrer europäischen Gottesanbeterin (Mantis religiosa L.)",Mantis religiosa,10.1007/bf02093768,1922,A. Landsborough Thomson,Notes on the regeneration of the fore-limb in various Genera of Mantidae,Fossil Insects in Amber,related_taxon,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02292160,1907,Paul Kammerer,Vererbung erzwungener Fortpflanzungsanpassungen,Medical and Health Sciences Research,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1016/b978-0-12-395628-6.50023-3,1960,Dorothy E. Bliss,AUTOTOMY AND REGENERATION,Philosophy and Theoretical Science,phenomenon_only,False,book-chapter
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1201/9781420037548-17,2005,,Appendage loss and regeneration in arthropods: A comparative view,Marine Biology and Ecology Research,phenomenon_only,False,book-chapter
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02162072,1909,Paul Kammerer,Vererbung erzwungener Fortpflanzungsanpassungen,Medical and Health Sciences Research,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1242/jeb.151.1.341,1990,Cameron R. Buck,"The effect of appendage and scale loss on instar duration in adult firebrats,<i>Thermobia domestica</i>(Thysanura)",Date Palm Research Studies,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1016/j.asd.2012.10.003,2012,Anne Fröhlich,"Built to break: The antenna of a primitive insect, Petrobius brevistylis (Archaeognatha)",Fossil Insects in Amber,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02292170,1907,Isaak Werber,Regeneration der exstirpierten Flügel beim Mehlkäfer (Tenebrio molitor),Entomological Studies and Ecology,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02267087,1914,Jar Kříženecký,Experimentelle und theoretische Untersuchungen über die Restitution der Insektenflügel,Entomological Studies and Ecology,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02288309,1907,Paul Kammerer,Bastardierung von Flußbarsch (Perca fluviatilis L.) und Kaulbarsch (Acerina cernua L.),Plant-Derived Bioactive Compounds,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02162138,1913,Stefan Kopeć,Untersuchungen über die Regeneration von Larvalorganen und Imaginalscheiben bei Schmetterlingen,Entomological Studies and Ecology,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1016/0016-6480(72)90112-8,1972,Raymond Joly,Effet de la section antennaire sur le déclenchement de la mue chez Lithobius forficatus L. (Myriapode Chilopode),Cephalopods and Marine Biology,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02266722,1913,Jar Kříženecký,Versuche über die Regeneration des Abdominalendes von Tenebrio molitor wÄhrend seiner postembryonalen Entwicklung,Bone fractures and treatments,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/bf02163279,1917,Jaroslav Kříženecký,Ein Versuch zur statistisch-graphischen Untersuchung und Analyse der zeitlichen Eigenschaften der Regenerationsvorgänge,Material Science and Thermodynamics,phenomenon_only,False,article
107,10.1007/bf02288316,1907,Przibram,Regenerationsversuche allgemeinerer Bedeutung bei Borstenschwänzen (Lepismatidae),Mantis,10.1007/978-94-009-5973-6_3,1972,V. B. Wigglesworth,Growth,Neurobiology and Insect Physiology Research,phenomenon_only,False,book-chapter
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf01827851,1917,Br. Bloch,Das Problem der Pigmentbildung in der Haut,Genetic and rare skin diseases.,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1515/bchm2.1916.98.5-6.226,1916,Br. Bloch,"Chemische Untersuchungen über das spezifische pigmentbildende Ferment der Haut, die Dopaoxydase.",Microbial Metabolism and Applications,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf02287858,1912,Paul Kammerer,"Experimente über Fortpflanzung, Farbe, Augen und Körperreduction bei Proteus anguinus Laur",Entomological Studies and Ecology,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/978-3-642-91066-1_4,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Hume's philosophy and hair distribution,phenomenon_only,False,book-chapter
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/978-3-642-91065-4_5,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Cellular Mechanics and Interactions,phenomenon_only,False,book-chapter
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf02554400,1919,Hans Przibram,Ursachen tierischer Farbkleidung,melanin and skin pigmentation,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf02111057,1923,A. Himmer,Untersuchungen über den physiologischen und morphologischen Farbwechsel bei Amphibien,Animal and Plant Science Education,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf03011098,1917,Br. Bloch,Histochemische Studien in überlebendem Gewebe über fermentative Oxydation und Pigmentbildung,Laser Applications in Dentistry and Medicine,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/978-3-642-50669-7_3,1927,Bruno Bloch,Das Pigment,melanin and skin pigmentation,phenomenon_only,False,book-chapter
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf02554401,1919,Hans Przibram,Ursachen tierischer Farbkleidung,melanin and skin pigmentation,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1002/ar.1090090602,1915,Davenport Hooker,The rôles of nucleus and cytoplasm in melanin elaboration,melanin and skin pigmentation,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/bf02288313,1907,Hans Przibram,Differenzierung des Abdomens enthäuster Einsiedlerkrebse (Paguridae),Bat Biology and Ecology Studies,phenomenon_only,False,article
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/978-3-642-51419-7_5,1911,Edgard Zunz,Fermente,Biotin and Related Studies,phenomenon_only,False,book-chapter
108,10.1007/bf02288317,1907,Weindl,Pigmententstehung auf Grund vorgebildeter Tyrosinasen,,10.1007/978-3-642-90815-6_5,1911,Edgard Zunz,Fermente,Biotin and Related Studies,phenomenon_only,False,book-chapter
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.2478/s11756-007-0138-9,2007,Teresa Napiórkowska,"Epimorphosis and repair processes of schistomelic pedipalps and walking appendages in Tegenaria atrica (Araneae, Agelenidae)",Spider Taxonomy and Behavior Studies,related_taxon,False,article
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.1007/bf02292166,1907,Franz Megušar,Die Regeneration der Coleopteren,Spider Taxonomy and Behavior Studies,related_taxon,False,article
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.1007/bf02267087,1914,Jar Kříženecký,Experimentelle und theoretische Untersuchungen über die Restitution der Insektenflügel,Entomological Studies and Ecology,phenomenon_only,False,article
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.1007/bf00391551,1972,Karl Heinz Bauer,Funktionsmechanismus der Autotomie bei Spinnen (Araneae) und seine morphologischen Voraussetzungen,Spider Taxonomy and Behavior Studies,related_taxon,False,article
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.2478/v10049-010-0005-z,2009,Teresa Napiórkowska,"Epimorphosis of Heterosymelic Appendages in Tegenaria Atrica (Araneae, Agelenidae)",Spider Taxonomy and Behavior Studies,related_taxon,False,article
109,10.1007/bf02288318,1907,Weiss (Otto),Regeneration und Autotomie bei der Wasserspinne (Argyroneta aquatica Cl.),Argyroneta aquatica,10.14712/25337556.2020.3.4,2020,Lubomír Hanel,Náměty na pokusy a pozorování vodních živočichů ve školním akváriu VII (chov vodoucha stříbřitého),Crustacean biology and ecology,same_species,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1002/jmor.1050740306,1944,Frieda M. Glass,Seasonal study of the normal and pituitary‐stimulated frog (Rana pipiens). I. Testis and thumb pad,Amphibian and Reptile Biology,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.2307/1437510,1945,Charles K. Weichert,Seasonal Variation in the Mental Gland and Reproductive Organs of the Male Eurycea bislineata,Amphibian and Reptile Biology,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.5962/bhl.title.6236,1913,T. H. Morgan,Heredity and sex,Reproductive Health and Technologies,phenomenon_only,False,book
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1002/jez.1400420104,1925,Robert K. Burns,The sex of parabiotic twins in Amphibia,Plant and animal studies,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/978-3-642-91065-4_5,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Cellular Mechanics and Interactions,phenomenon_only,False,book-chapter
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02288335,1911,Stefan Kopeć,Untersuchungen über Kastration und Transplantation bei Schmetterlingen,Animal Behavior and Welfare Studies,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02093642,1923,Yoshitaka Kitahara,Über die Entstehung der Zwischenzellen der Keimdrüsen des Menschen und der Säugetiere und über deren physiologische Bedeutung,Medical and Health Sciences Research,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf01990662,1911,Bruno Wolff,Zur Kenntnis der Entwicklungsanomalien bei Infantilismus und bei vorzeitiger Geschlechtsreife,Sexual Differentiation and Disorders,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1002/jez.1400550107,1930,A. Elizabeth Adams,Studies on sexual conditions in Triturus viridescens. The effects of ovarian grafts in castrated males,Amphibian and Reptile Biology,same_genus_modern,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02292746,1914,W. Kornfeld,Abhängigkeit der metamorphotischen Kiemenrückbildung vom Gesamtorganismus der Salamandra maculosa,Medical and Health Sciences Research,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02982876,1912,Davenport Hooker,Der Hermaphroditismus bei Fröschen,Historical and Scientific Studies,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1002/jez.1400780302,1938,A. Elizabeth Adams,Sexual conditions in Triturus viridescens. Artificial hermaphroditism,Reproductive biology and impacts on aquatic species,same_genus_modern,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02991397,1914,Fritz Levy,Studien zur Zeugungslehre,Civil and Structural Engineering Research,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/978-3-642-90623-7_7,1919,Paul Kammerer,"Steinachs Forschungen über Entwicklung, Beherrschung und Wandlung der Pubertät",Psychoanalysis and Social Critique,phenomenon_only,False,book-chapter
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02981293,1914,Fritz Levy,Studien zur Zeugungslehre,Civil and Structural Engineering Research,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02292967,1924,Theodor Koppányi,Erhaltung der Spermatogenese im autophor transplantierten Urodelenhoden,Pelvic floor disorders treatments,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/978-3-662-29560-1_1,1923,Otto Groll,Über Transplantation von Rückenhaut an Stelle der Conjunctiva bei Larven von Rana fusca (Rösel),Ocular Surface and Contact Lens,phenomenon_only,False,book-chapter
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf00573590,1930,Karoline Reis,"Untersuchungen �ber das Verhalten der Transplantate larvaler Amphibienhaut auf Larven und auf erwachsenen Amphibien, mit besonderer Ber�cksichtigung der Metamorphose",Allergic Rhinitis and Sensitization,phenomenon_only,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/bf02163281,1917,Jaroslav Kříženecký,Ein Fall von Hermaphroditismus bei Triton cristatus und einige Bemerkungen zur Frage der sexuellen Differenzierung,Sexual Differentiation and Disorders,same_genus,False,article
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.5962/bhl.title.29314,1919,T. H. Morgan,The genetic and the operative evidence relating to secondary sexual characters,Sexual Differentiation and Disorders,phenomenon_only,False,book
110,10.1007/bf02288352,1910,Brescia,Experimentelle Untersuchungen über die sekundären Sexualcharaktere der Tritonen,Triton,10.1007/978-3-0348-6826-6_2,1950,W. von Buddenbrock,Die Hormone der Wirbeltiere,Thyroid Disorders and Treatments,phenomenon_only,False,book-chapter
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1002/jez.1400500106,1928,Earle B. Perkins,"Color changes in crustaceans, especially in Palaemonetes",Plant and animal studies,related_taxon,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1007/bf00338016,1927,G. Koller,"Über Chromatophorensystem, Farbensinn und Farbwechsel bei Crangon vulgaris",Flowering Plant Growth and Cultivation,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1111/j.1469-185x.1930.tb00893.x,1930,G. H. Parker,CHROMATOPHORES,Cephalopods and Marine Biology,related_taxon,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.3109/08830185.2013.839665,1929,Curtiss L. Newcombe,The Crayfishes of West Virginia,Crustacean biology and ecology,related_taxon,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1177/10738584211016777,2021,Lazaros C. Triarhou,The Pioneer Neuropharmacologist Alfred Fröhlich (1871–1953) and the Origins of Neuroendocrinology: A Sesquicentennial Remembrance,Neurology and Historical Studies,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1002/jez.1400450204,1926,A. S. Gilson,Melanophores in developing and adult Fundulus,melanin and skin pigmentation,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1002/jmor.1050570202,1935,F. A. Brown,Color changes in Palaemonetes,Olfactory and Sensory Function Studies,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1002/aja.1000160204,1914,Davenport Hooker,Amoeboid movement in the corial melanophores of Rana,Photoacoustic and Ultrasonic Imaging,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1002/jez.1400610107,1932,Earle B. Perkins,The movement of pigment within the chromatophores of Palaemonetes,Plant and animal studies,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1007/bf02287863,1912,Slavko šećerov,Weitere Farbwechsel- und Hauttransplantationsversuche an der Bartgrundel (Nemachilus barbatula L.),Genetic and rare skin diseases.,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1007/bf02287859,1912,Franz Megušar,Experimente über den Farbwechsel der Crustaceen,Animal and Plant Science Education,phenomenon_only,False,article
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1007/978-3-642-91055-5_2,1937,Bertil Hanström,Inkretorische Organe und Hormonfunktionen bei den Wirbellosen,Neurobiology and Insect Physiology Research,phenomenon_only,False,book-chapter
111,10.1007/bf02288353,1910,Fröhlich,Farbwechselreaktionen bei Palaemon,Crustacea,10.1007/bf00302272,1942,S. Carstam,Weitere Beitr�ge zur Farbwechselphysiologie der Crustaceen,Insect and Arachnid Ecology and Behavior,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.2307/1536953,1931,Edward F. Adolph,THE SIZE OF THE BODY AND THE SIZE OF THE ENVIRONMENT IN THE GROWTH OF TADPOLES,Physiological and biochemical adaptations,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.1007/bf02287858,1912,Paul Kammerer,"Experimente über Fortpflanzung, Farbe, Augen und Körperreduction bei Proteus anguinus Laur",Entomological Studies and Ecology,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.1007/bf02981713,1914,W. E. Agar,Parthenogenetic and sexual reproduction insimocephalus vetulus and other cladocera,Paleontology and Stratigraphy of Fossils,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.1007/bf02087497,1913,Erwin Thomas,Über riesenwuchsähnliche Zustände im Kindesalter,Infant Health and Development,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.3109/00016343509155390,1935,Sebastian Von Wachenfeldt,STUDIEN ÜBER ENTBINDUNGEN BEI MEHRGEBÄRENDEN,Reproductive Health and Technologies,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.1007/bf02117199,1924,Martha Kolliner,Messungen an den Zellen der menschlichen Nebennierenrinde,Adrenal Hormones and Disorders,phenomenon_only,False,article
112,10.1007/bf02288354,1910,Halban,Die Größenzunahme der Eier und Neugeborenen mit dem fortschreitenden Alter der Mutter,,10.1007/bf02292747,1914,Hans Przibram,Keine Größenzunahme der frischgeschlüpften Sphodromantis mit dem Alter der Mutter,Entomological Studies and Ecology,phenomenon_only,False,article
113,10.1007/bf02288355,1910,Kammerer,Vererbung erzwungener Farbveränderungen,Lacerta,10.14720/ns.16.2.17-72,2014,Dušan Jelić,Checklist of Croatian amphibians and reptiles with bibliography of 250 years of research,Amphibian and Reptile Biology,related_taxon,False,article
113,10.1007/bf02288355,1910,Kammerer,Vererbung erzwungener Farbveränderungen,Lacerta,10.1007/bf02979229,1917,W. J. Schmidt,Die Chromatophoren der Reptilienhaut,Allergic Rhinitis and Sensitization,related_taxon,False,article
